xyz,E
"[[1.55577921e-01 7.34928431e-02 1.32249251e+00]
 [2.23195043e+00 2.21258703e+00 3.25563135e-01]
 [2.88835335e-01 1.94979740e+00 2.06916055e+00]
 [1.15771683e+00 1.39374212e+00 1.00844949e-01]
 [1.38121735e-01 3.73158478e-01 6.82088697e-01]
 [2.36311595e+00 9.07140414e-02 1.91543421e+00]
 [1.78962185e+00 4.82591152e-01 1.92087990e+00]
 [7.48544066e-01 1.18279075e+00 1.25603109e+00]
 [6.83621178e-01 2.00983375e+00 2.19439415e+00]
 [6.34400926e-01 8.39229022e-01 2.14894432e+00]
 [1.07434235e+00 1.20615608e+00 8.20208140e-01]
 [1.45349690e+00 2.29422277e+00 6.84882872e-01]
 [5.16953479e-01 1.48462555e+00 1.23992344e+00]
 [1.29121152e+00 1.08540174e+00 1.07728764e+00]
 [2.58271796e-01 5.82887731e-01 1.66272388e+00]
 [1.91333465e+00 3.93460313e-01 4.72417836e-01]
 [6.40956374e-01 7.55278942e-01 1.60258408e+00]
 [1.15519032e+00 3.56195094e-01 1.72608753e+00]
 [4.98516815e-01 1.07026331e+00 1.58512757e+00]
 [1.13349119e+00 1.87746491e+00 2.37157967e-01]
 [8.79336107e-01 7.76284188e-01 8.39981693e-01]
 [1.92164685e+00 1.76206686e+00 1.05698411e+00]
 [1.42992432e+00 6.11439661e-01 1.31326280e+00]
 [1.93828322e+00 2.17845595e+00 7.52509149e-01]
 [2.23132289e+00 5.79152007e-02 2.33320433e-01]
 [1.62535766e-01 1.23723522e+00 2.30232324e+00]
 [1.76995824e+00 2.03905391e+00 1.39504589e+00]
 [2.10114033e+00 2.35157839e+00 2.26234163e+00]
 [1.74260433e-01 2.61682259e-01 1.24273665e-01]
 [1.72119021e+00 2.14128600e+00 3.45347471e-01]
 [2.03988154e+00 1.21598595e+00 1.52314928e+00]
 [2.14788232e+00 2.23271617e-01 1.36092906e+00]
 [1.10725789e+00 1.89473569e-01 1.36696005e+00]
 [2.30601236e+00 1.93701388e+00 1.48229681e+00]
 [2.48178430e+00 9.95936441e-01 1.04696602e+00]
 [1.18058879e+00 2.13776677e+00 2.41395790e+00]
 [1.45508770e+00 1.78125745e+00 9.21717071e-01]
 [1.81665845e+00 1.66372645e+00 1.44719931e+00]
 [1.69778824e+00 1.06822811e+00 2.26892564e+00]
 [1.44782547e+00 1.21253055e+00 1.67611975e-01]
 [7.39452377e-01 1.43408054e+00 2.01356035e+00]
 [5.21154913e-02 2.43218033e+00 7.46608589e-01]
 [1.42024374e+00 7.82646968e-01 1.92948945e+00]
 [1.87398352e+00 1.33551136e+00 9.65786947e-01]
 [1.34812715e+00 1.81652677e+00 2.04441707e+00]
 [8.03605108e-01 2.26938614e+00 2.40749077e+00]
 [1.03763222e+00 1.70345823e+00 5.23547809e-01]
 [7.03327841e-01 1.22464049e+00 1.56657517e-01]
 [6.99813910e-01 2.22349497e+00 1.24627073e+00]
 [2.17453801e+00 8.79370135e-01 3.51195661e-01]
 [1.68283983e+00 1.57928013e+00 4.64387160e-02]
 [1.49104786e+00 1.29744238e+00 7.76915917e-01]
 [7.24883597e-01 2.25718786e-01 7.13812790e-01]
 [2.34009451e+00 3.13590081e-01 9.05354481e-01]
 [7.47067866e-01 6.07512926e-01 3.12534924e-01]
 [2.47016897e+00 1.83059369e+00 4.26111493e-01]
 [1.49346100e+00 9.92953688e-01 1.48367138e+00]
 [2.47211608e+00 1.69005137e+00 1.15912481e+00]
 [2.90954867e-01 2.29007812e+00 9.99729919e-01]
 [2.06318196e+00 8.70878280e-01 1.69314376e+00]
 [1.13564995e+00 2.42883973e+00 1.06122273e+00]
 [1.41795902e+00 2.10078205e+00 1.52869871e+00]
 [1.08987290e+00 1.29930161e+00 1.96132145e+00]
 [1.47185195e+00 6.47188660e-01 7.46018847e-01]
 [1.17426526e+00 2.26670666e+00 1.94661945e+00]
 [1.91100250e+00 1.26485984e+00 3.56517464e-01]
 [2.19599992e+00 1.11288459e+00 2.35417722e+00]
 [5.25675652e-01 2.02476872e+00 8.18865843e-02]
 [1.18994733e+00 1.13605098e+00 2.32217493e+00]
 [8.03481693e-01 4.51897040e-01 1.33717387e+00]
 [1.67448107e-01 2.07726158e+00 1.43138418e+00]
 [1.68551371e+00 4.14610961e-01 1.04120172e+00]
 [6.47795805e-01 4.26862752e-01 2.23964974e+00]
 [1.57308258e-01 1.75302785e+00 7.07311238e-01]
 [2.30708914e+00 5.24111828e-01 4.69889768e-01]
 [9.53999939e-01 1.95087244e+00 1.67306431e+00]
 [2.00636750e+00 2.28383386e+00 1.38410963e+00]
 [1.11083220e+00 3.40934379e-01 3.16068121e-01]
 [2.37202738e+00 1.40424782e+00 4.20751604e-01]
 [2.21857240e+00 2.26902444e+00 1.09240013e+00]
 [3.03598949e-01 2.45119207e+00 4.46409855e-01]
 [1.43545471e-01 1.48024553e+00 2.00562832e+00]
 [2.49518093e+00 6.02130309e-01 1.94250713e+00]
 [2.13674181e+00 1.67009796e+00 2.39212687e+00]
 [3.88373875e-01 1.19914716e+00 7.13217376e-01]
 [1.64637385e+00 3.56649521e-01 2.38051813e+00]
 [6.86424075e-01 4.16187907e-02 1.99400994e+00]
 [2.28973114e+00 1.25043926e+00 1.83787535e+00]
 [2.44503620e+00 5.86121753e-01 1.38679482e+00]
 [1.43642997e+00 2.26809413e+00 1.06106776e+00]
 [1.26333045e+00 8.99739152e-01 4.52249812e-01]
 [1.22550025e+00 1.39983032e+00 1.59742883e+00]
 [2.06769944e+00 1.61072202e+00 1.76698756e+00]
 [2.28439605e+00 1.93652893e+00 8.70825305e-01]
 [2.40962247e+00 1.47725024e+00 1.49273192e+00]
 [2.11272756e+00 3.61620488e-01 2.10416564e+00]
 [1.90809077e+00 1.80812586e+00 2.72862164e-01]
 [1.10475952e+00 1.45801165e+00 1.19011930e+00]
 [3.60099792e-01 8.69494620e-01 1.29516655e+00]
 [6.38160571e-01 1.35545284e-03 1.47739334e-01]]",-243.5532981702522
"[[2.43563502 0.48497659 0.96658729]
 [1.15518822 1.46916258 0.82796198]
 [0.47280692 0.84411035 1.8885232 ]
 [0.65013998 0.03511439 0.65189495]
 [1.20149788 0.38368218 2.34340199]
 [2.41888351 0.74330719 0.33130453]
 [0.60222881 2.15341482 1.7841839 ]
 [1.1965837  2.09895097 0.96601022]
 [1.23046716 2.4073832  1.42593293]
 [1.72708048 0.62016676 0.396096  ]
 [0.0419436  1.63813404 1.03289344]
 [2.13872324 0.28712377 1.81846741]
 [0.89497914 0.61780716 1.93925938]
 [2.19407521 1.42863396 0.67653592]
 [1.81985472 0.03239445 2.07449303]
 [2.49702536 1.21512832 0.16921097]
 [0.93925671 1.80352477 2.10147601]
 [0.61081642 2.13483763 1.05131285]
 [1.5451243  0.90230006 0.33867451]
 [2.03064852 0.76728145 1.1820438 ]
 [1.43541152 1.66771845 1.27621208]
 [0.52455264 1.95902928 1.46401485]
 [1.08374118 1.36385287 1.99054351]
 [0.39888845 1.50713191 2.10267919]
 [1.50052003 0.16108043 0.57293731]
 [0.22654973 1.98419221 2.09872831]
 [2.1113338  1.7727449  2.49227597]
 [0.9270221  1.42068142 1.44348433]
 [2.09751819 2.42206687 1.31077996]
 [0.50034103 1.67319397 0.2584115 ]
 [1.15213553 0.8843533  1.77647033]
 [0.99095275 1.30918849 2.39222191]
 [0.47571212 0.81940059 1.31484746]
 [1.90267662 0.09661613 0.12214078]
 [2.43488115 0.89802105 2.209315  ]
 [1.89968748 0.54937409 2.1925703 ]
 [2.12651314 0.14952708 2.30385121]
 [2.05509093 1.41856877 2.2672071 ]
 [2.22551726 1.27752528 1.11458904]
 [0.71811015 0.44377939 1.63911537]
 [0.93943564 1.11031091 0.44609496]
 [1.09360593 0.62387787 0.60598111]
 [2.19730764 0.05457001 0.57346027]
 [1.31633838 0.28779449 2.02224834]
 [1.46841612 2.13448061 1.76199934]
 [1.229293   0.76198303 0.07873304]
 [1.13206081 2.41481708 1.97536064]
 [0.5603665  1.32971842 0.57536511]
 [0.13142076 0.55473411 0.6716716 ]
 [1.08826317 2.14154057 0.2421047 ]
 [2.24023104 1.01370652 1.87600253]
 [0.8506874  0.34863283 2.19848413]
 [1.06424083 0.69016781 1.30930927]
 [2.24348551 1.60133787 2.02588775]
 [1.71972735 1.27248133 0.33765783]
 [1.95058676 0.93048435 2.39409397]
 [0.57165684 0.06513595 1.95029156]
 [1.68490009 0.88456209 1.30599578]
 [1.56293454 1.06585017 2.12310096]
 [0.44665434 1.96008574 0.70088202]
 [1.60171011 0.23077934 0.01633578]
 [1.90277695 1.23808785 1.22641354]
 [0.1279713  0.52418378 2.08105491]
 [0.00725771 2.33600603 2.4273053 ]
 [1.84119049 1.99655233 2.05636985]
 [0.4225824  0.28732809 1.46072236]
 [1.74847855 1.25276639 1.72343159]
 [2.07427236 0.17048141 0.93201909]
 [1.9097493  2.27729977 0.8355487 ]
 [1.71137798 2.41534169 1.24165907]
 [1.52379931 0.55367283 2.15599427]
 [1.15318519 1.78920979 0.62779571]
 [1.11289249 1.64319761 0.0263921 ]
 [0.14154122 0.23345509 0.05282498]
 [1.82122287 2.270673   1.59243618]
 [2.40118147 0.94680694 0.63091682]
 [1.43102387 1.57681368 1.94876557]
 [0.06193852 0.64187538 0.03054977]
 [1.40020521 1.20341014 0.64895247]
 [1.78219405 1.22590614 2.48301898]
 [1.63912137 1.47423612 0.76714906]
 [1.73001354 1.95274425 1.48631933]
 [0.35804388 0.07333073 1.17521031]
 [0.07471746 1.56779544 2.41796858]
 [1.38864311 1.0462623  1.4177771 ]
 [0.72111418 0.36876559 0.04099998]
 [0.39145905 2.39795925 0.42818198]
 [0.18539736 0.73398159 1.57306153]
 [1.01377877 2.39690265 2.41671807]
 [1.56507956 2.15674936 2.43274158]
 [0.48580677 1.55026787 0.88859696]
 [1.17956687 0.34844072 1.6612984 ]
 [2.45849532 1.20813144 1.58546063]
 [0.27076909 2.02074767 0.31076979]
 [1.33510037 2.38294237 0.28644   ]
 [2.0742825  1.00627972 0.47948932]
 [0.85527912 1.14816051 1.06467671]
 [0.676213   0.50182712 0.35243729]
 [0.62602356 0.93236629 0.38382144]
 [2.06624733 1.55042076 1.70664081]]",-244.0739603024265
"[[0.76213206 1.31150976 0.07540464]
 [1.70586632 1.64044561 0.46927209]
 [0.89000513 1.90215034 2.31453096]
 [1.824319   2.12732927 1.94802406]
 [2.04085433 1.26324698 0.82319743]
 [0.07651093 0.33459804 1.81618228]
 [0.70320222 2.40614734 0.97728489]
 [2.3875462  2.08974778 0.56027804]
 [2.49311973 0.90108675 0.81857177]
 [1.45313467 0.39110786 1.74558859]
 [1.92218448 1.69612759 1.65514499]
 [0.58926505 2.15045341 1.92639539]
 [1.9262305  1.46498398 0.07709322]
 [0.29386297 1.9806021  0.43533708]
 [2.05679643 0.21322773 0.4708731 ]
 [2.37884632 1.78265415 0.961219  ]
 [0.67831197 1.36807901 1.38220919]
 [1.28780455 1.51457345 0.55464721]
 [0.22473883 0.39343003 2.36948868]
 [1.9104035  1.31638415 1.66067746]
 [2.49348917 1.822378   1.56482463]
 [0.34144431 1.40164672 2.32860778]
 [1.15795754 0.27647098 0.76687586]
 [1.83895076 1.66282084 2.07886663]
 [1.95798429 1.65035819 0.74154096]
 [0.49155321 2.42807673 0.65528031]
 [1.44466879 1.89939714 0.89646889]
 [0.7769205  0.97517804 0.54028772]
 [1.77367751 1.02264582 1.80722282]
 [1.3325825  2.47177743 0.22098961]
 [0.00290444 0.34210002 1.28619998]
 [0.45390482 0.39006539 1.81188776]
 [1.32910547 0.61972501 0.54501318]
 [1.07380476 1.99088924 1.88593842]
 [1.43027964 0.46788301 1.08829211]
 [0.41163957 1.8877146  0.74721564]
 [1.23681059 2.41991017 2.24007429]
 [0.77840729 1.76527377 0.63576561]
 [1.05947592 1.0638868  1.17977348]
 [0.87764416 0.08038775 1.31235068]
 [0.78181214 0.54496803 0.93575   ]
 [1.38529433 2.41122947 1.25565608]
 [0.39491298 0.37271979 1.37691553]
 [0.68733013 0.23781022 0.67707656]
 [0.44568634 1.97771105 2.2876665 ]
 [1.60376864 0.59805934 0.26230406]
 [1.25829324 1.13841436 2.06555024]
 [1.48457055 1.19483914 1.72949187]
 [2.05752984 2.22122354 0.94316967]
 [1.31749352 0.7613626  0.91300531]
 [1.93240767 2.29609737 1.50634474]
 [2.29647696 1.14099699 0.47536703]
 [2.30444028 2.43654048 1.23285344]
 [1.7601875  2.04044814 1.29126402]
 [2.37405925 1.26185278 1.81800291]
 [2.1727909  0.9873082  1.67380321]
 [1.04525502 0.58795558 0.13008631]
 [2.24579413 1.03273173 1.07287728]
 [2.1429446  0.27608616 0.00839436]
 [1.89610996 2.46038057 2.37829597]
 [0.55824837 1.42693423 0.75094076]
 [1.08451298 2.16602647 0.81375348]
 [0.86852641 2.06029119 1.3645465 ]
 [2.19943878 2.17762317 2.42351092]
 [0.73894431 0.99612404 1.75085555]
 [0.04259633 1.44483801 0.11986327]
 [1.4516417  1.50279799 2.33330538]
 [0.84513355 1.92376235 0.25567966]
 [0.87986473 1.48440509 2.20584152]
 [0.31254659 2.0864188  0.08914981]
 [1.13568592 1.74501874 1.28385542]
 [2.06209329 0.46805259 1.0617586 ]
 [1.7390732  0.03446165 2.06487201]
 [1.74928927 0.0619046  1.34185159]
 [1.73513963 1.13003426 0.69769544]
 [0.9969091  0.93619271 0.00259245]
 [0.18841827 0.95475471 1.2454994 ]
 [0.49959432 2.03904101 1.27658778]
 [1.0816474  0.57706912 2.19071162]
 [2.4086043  0.82919903 0.35604114]
 [0.11423676 0.24753475 0.7318987 ]
 [0.92001775 0.11351188 1.77113835]
 [0.7590476  0.44879428 2.09720585]
 [1.8962509  0.55337855 2.22598821]
 [1.32610103 1.46061704 1.41549682]
 [2.05880985 1.36460366 2.08289946]
 [2.24507745 2.31953279 1.73194335]
 [2.18023379 0.68305653 1.93330578]
 [2.31058231 1.59621177 1.36048852]
 [2.37499737 2.04226789 1.20376586]
 [1.85556966 2.12981167 0.65751582]
 [0.0858368  2.47703986 2.41143391]
 [0.32625856 1.27503853 0.54071355]
 [0.01595086 2.20120514 1.54708739]
 [2.46466721 2.34628857 0.27322545]
 [0.34435911 0.45630978 1.03996229]
 [2.48139967 0.83788719 1.4896611 ]
 [0.52378491 0.6620774  0.00574008]
 [1.09592722 0.64985113 1.33776051]
 [1.83592549 0.50837613 0.77623037]]",-242.49676252558373
"[[2.02967482 1.72340047 1.73109532]
 [0.56706521 1.70666412 0.43047285]
 [1.24249253 0.66464065 0.83672945]
 [1.65540184 0.11937356 2.08052329]
 [1.11854139 2.01471817 1.63956206]
 [0.82995723 0.02729499 0.00314082]
 [0.29834342 1.00002139 1.24971833]
 [0.30173998 1.50818085 0.8679236 ]
 [0.50216907 2.48148755 2.08170775]
 [0.38737203 1.96173964 1.43504615]
 [0.56256642 1.14739867 2.05110352]
 [0.31951657 0.38519077 2.34479694]
 [1.92009931 1.56079524 0.32468049]
 [1.36685946 0.12060532 1.0020222 ]
 [2.29058804 2.02455039 0.30630019]
 [0.27029203 2.23846716 0.9440826 ]
 [0.01566097 1.6283164  1.21321946]
 [0.94055496 0.14934459 1.34799771]
 [0.64152459 0.65944408 1.11373238]
 [0.06057673 0.79257322 0.74767771]
 [1.52236674 0.98032719 0.09552984]
 [1.86239087 0.61923824 1.57440056]
 [2.19167135 0.88113396 1.17468395]
 [0.5840295  0.22884826 0.56802525]
 [0.06493187 2.13654238 0.65956003]
 [1.69803737 1.90992029 0.66539062]
 [1.83236975 1.05210612 1.64419814]
 [1.40640378 1.60865058 0.88300956]
 [2.2412584  1.02230393 0.61333603]
 [2.23605489 0.79424544 0.01770834]
 [1.60684941 1.5062357  1.94453875]
 [0.24998453 2.3912042  2.31275766]
 [1.16492932 2.01846895 0.19909907]
 [1.49269614 0.17216894 1.76126945]
 [0.63218156 0.73326619 0.44450695]
 [0.67951789 0.08214439 1.754368  ]
 [2.46901173 0.49287723 2.47593633]
 [1.95014538 0.76048304 0.36707476]
 [2.31264353 2.47048757 1.80067581]
 [2.28734284 2.17527858 1.42611605]
 [1.87035027 2.14908215 1.97107278]
 [2.3921022  0.195969   1.0895644 ]
 [0.46890254 1.28392246 1.07521772]
 [0.74206765 1.55311755 0.84987153]
 [2.17744285 1.72614017 2.4496143 ]
 [0.34293826 0.59482003 0.86321952]
 [0.32154657 0.60074488 1.55318196]
 [0.04639998 1.78893065 0.84623817]
 [1.97410634 1.71533226 0.81292225]
 [2.06779638 1.1196375  0.07159474]
 [0.05231472 1.78712719 1.98945166]
 [1.31111661 1.5654608  0.17811955]
 [1.62613593 1.00664897 1.05124599]
 [0.40908197 0.10304865 1.24823311]
 [0.86455754 0.41874711 0.14761223]
 [0.78859815 0.13333788 0.8662966 ]
 [0.26927172 0.19690021 0.42418276]
 [1.20653377 1.56847018 1.29013258]
 [0.14041575 1.08418585 2.10525999]
 [0.778436   1.19051976 0.15268966]
 [0.95872591 1.693906   1.82427583]
 [0.67048208 2.17650505 0.35308677]
 [2.23321393 1.28923879 1.67230191]
 [1.13470819 2.32884122 1.45341406]
 [1.8321255  0.40392829 0.40724951]
 [1.8942715  2.159915   0.91127197]
 [0.41146837 0.43185437 1.990727  ]
 [1.11115876 0.78691321 2.17209595]
 [0.94383399 1.71930818 2.36947069]
 [1.2893047  0.09516893 0.20807779]
 [0.84385707 2.27574087 1.1448518 ]
 [0.44655099 1.63084011 1.62722406]
 [0.43752295 2.02569557 0.7018614 ]
 [1.63886965 1.51731491 1.53835224]
 [0.25340276 0.11176925 0.86000342]
 [1.57662414 0.59115799 0.93348699]
 [1.39236089 1.84351671 2.04921787]
 [1.18844192 0.71956423 0.31492573]
 [1.84579659 1.79549121 1.45259479]
 [1.46712832 2.34710723 1.23865892]
 [1.50720303 2.30363685 2.38709296]
 [1.62283612 0.10788982 0.27800816]
 [1.24772689 2.44088863 0.60523105]
 [0.14918084 1.14824381 0.23056621]
 [1.98395546 1.4813902  1.35904682]
 [0.46403105 0.79035752 2.23056585]
 [2.33552482 1.00776788 1.89100005]
 [1.23724423 0.28934917 2.2532449 ]
 [2.46564626 1.20970344 1.29856158]
 [1.589629   0.85491865 1.47212851]
 [1.56282784 1.36601573 0.04538004]
 [2.47375077 0.72327873 2.15839052]
 [0.06354563 1.50207919 0.59511015]
 [0.51683146 0.86344243 0.74482356]
 [1.50048828 2.25125914 0.29570732]
 [0.46133942 1.97249718 0.08260624]
 [2.29782361 2.12028243 1.04536536]
 [0.705859   1.04140968 1.12405746]
 [0.11527421 0.75670805 0.18833836]
 [1.08883223 1.85051046 0.63587972]]",-258.0880726417356
"[[1.99363513e+00 2.46158087e+00 1.86718018e+00]
 [9.88334623e-01 1.95872972e+00 1.45548062e+00]
 [8.43237932e-01 4.57642954e-01 1.22246362e+00]
 [3.63888361e-01 1.72510050e+00 1.98790992e-01]
 [3.81377072e-01 4.24743990e-01 3.64753657e-01]
 [7.16595874e-01 1.49385157e+00 2.15440519e-02]
 [2.12383361e+00 1.83075045e+00 6.54492066e-01]
 [5.35771543e-01 5.47129134e-01 8.75239906e-01]
 [5.35798050e-01 1.15995400e+00 6.00211939e-01]
 [4.69394434e-01 2.03445855e+00 7.77839297e-01]
 [1.15878308e+00 7.73350268e-01 2.02822363e+00]
 [1.80553003e+00 4.44673533e-01 1.69890207e-01]
 [4.35564672e-01 1.70164277e+00 2.19788934e+00]
 [2.45539140e-01 1.84347176e+00 1.11243722e+00]
 [1.03104413e+00 4.24389862e-01 1.95413613e+00]
 [2.49963363e+00 9.58003163e-01 3.94339332e-01]
 [1.47155360e+00 1.26584367e+00 5.70589543e-01]
 [1.23038823e+00 8.87370825e-01 2.94853375e-01]
 [3.27627278e-01 1.42303967e+00 5.22538209e-01]
 [1.90452984e+00 9.90281916e-01 1.62548632e+00]
 [2.02551557e+00 3.49097949e-01 1.18071513e+00]
 [2.16536950e+00 1.77687484e+00 1.43541619e+00]
 [1.95023541e+00 7.58453165e-01 2.16289662e+00]
 [1.13412762e+00 1.65869069e+00 2.36210075e+00]
 [6.22687278e-01 1.07470559e+00 1.79533263e+00]
 [1.77816486e+00 9.60785965e-01 9.71610969e-01]
 [1.32801039e+00 2.21932540e+00 2.47949668e+00]
 [2.36284099e+00 1.60798008e+00 2.40652539e+00]
 [1.10592052e+00 1.09943803e+00 1.75778708e+00]
 [1.57273817e+00 1.80031387e+00 1.31280177e+00]
 [2.48196659e+00 2.38802018e+00 2.44504725e-01]
 [1.08823589e+00 2.22834940e+00 1.93132051e+00]
 [1.53593503e+00 2.12212288e+00 1.88603038e+00]
 [2.00825495e+00 1.63001356e+00 1.09550701e+00]
 [1.26849753e+00 6.93373842e-01 1.29283953e+00]
 [2.42045133e+00 2.06028924e+00 1.85403076e+00]
 [2.06633659e+00 1.27622717e+00 1.95235789e+00]
 [1.10334045e+00 8.53791515e-02 2.21380899e-01]
 [5.65774042e-02 1.41892474e+00 2.14330522e+00]
 [1.39808126e+00 2.26768964e+00 3.33269211e-01]
 [1.69398565e+00 6.27189322e-01 1.84700290e+00]
 [1.48683876e+00 2.47327125e+00 1.74300572e+00]
 [1.81774464e+00 2.28148917e+00 3.40075500e-01]
 [1.81818420e+00 2.19681164e+00 1.70757168e+00]
 [6.02550263e-01 2.41829539e+00 1.95512197e+00]
 [1.17566000e+00 1.55711207e+00 1.95102249e+00]
 [3.95324583e-01 2.36323632e+00 1.52418498e+00]
 [2.88778260e-01 1.74732102e+00 6.87159350e-01]
 [1.50418422e+00 6.70222220e-01 4.68343839e-01]
 [1.12968713e+00 5.80261712e-01 5.02063457e-01]
 [1.01795164e+00 2.28016261e+00 1.11392901e+00]
 [9.51580091e-01 1.24546492e+00 2.13849673e+00]
 [2.27722810e+00 4.16528902e-01 5.47894450e-01]
 [1.95825437e+00 6.10575518e-01 6.30414998e-01]
 [2.48094285e+00 8.28441340e-01 1.12697161e+00]
 [1.76130981e+00 2.49860908e+00 8.99610585e-01]
 [5.04872910e-01 2.05870933e+00 2.29943657e+00]
 [8.08221960e-01 8.93762153e-01 2.49652159e+00]
 [6.54881597e-01 3.62801488e-03 5.78196766e-01]
 [2.25612643e+00 2.48254041e+00 6.96806808e-01]
 [3.57914762e-01 4.88028714e-01 1.76582417e+00]
 [1.43580729e+00 9.75855881e-02 1.41028323e-01]
 [2.36540606e+00 1.42442808e-01 1.00560278e+00]
 [1.35642214e+00 1.05471914e+00 8.71685536e-01]
 [7.02338381e-01 3.55320113e-01 2.27513494e+00]
 [1.64492256e+00 1.71936530e+00 1.66261037e+00]
 [3.85879502e-01 1.33504262e+00 1.19403087e+00]
 [1.87710268e+00 1.98602288e+00 1.43054309e+00]
 [1.20209761e+00 1.56861009e-01 1.01882511e+00]
 [2.32272412e+00 7.27315654e-01 1.71598757e+00]
 [7.91953073e-01 6.57428948e-01 1.64386574e+00]
 [4.15223697e-02 7.44434014e-01 2.17452972e+00]
 [2.08010251e+00 1.98945374e+00 1.86147611e+00]
 [2.13958966e+00 1.01590416e+00 8.35120131e-01]
 [1.81017795e-01 2.89805825e-01 1.60855636e-03]
 [1.68561321e+00 5.24644463e-01 9.95390681e-01]
 [7.07384456e-02 2.96507219e-02 1.82879757e+00]
 [1.83076639e+00 1.81371911e+00 3.18421236e-01]
 [2.25021334e+00 3.91736524e-01 6.84745071e-02]
 [5.84742886e-01 1.91444358e+00 1.19588660e+00]
 [1.85923367e+00 2.10523263e+00 2.37748067e+00]
 [1.37502821e+00 4.02350905e-01 2.20792898e+00]
 [2.14885351e+00 5.72341109e-01 9.54078266e-01]
 [8.85304257e-01 1.94997909e+00 1.02984365e+00]
 [1.14700883e+00 1.43531029e+00 1.03516892e+00]
 [1.97685061e+00 1.40555164e+00 2.48941823e+00]
 [1.84057571e+00 2.35060975e-01 6.68044687e-01]
 [2.18201526e+00 5.28047180e-01 1.98219922e+00]
 [5.83423927e-01 2.05150634e+00 1.65392030e+00]
 [1.12460959e+00 1.60305799e+00 2.75115763e-01]
 [2.35729999e+00 2.17502995e+00 1.06380256e+00]
 [1.03785755e+00 1.97959452e+00 5.70978023e-01]
 [2.17082079e+00 1.21049074e-02 1.32103616e+00]
 [1.53676766e+00 1.29008580e+00 8.00503451e-02]
 [2.46000592e+00 1.39768066e+00 8.64075021e-01]
 [9.25422684e-02 2.19026500e+00 2.45517700e+00]
 [1.19949651e+00 1.00126280e+00 2.39221806e+00]
 [2.14155457e+00 1.20823504e+00 1.45035839e+00]
 [1.13408595e+00 2.08469126e-01 1.46239700e+00]
 [2.57152091e-01 2.38278355e+00 6.92018216e-01]]",-241.60811306791746
